source,major_category,subcategory,interface,interface_name,enabled,total_count,pending_count,partial_count,error_count,supports_backfill,backfill_mode,input_params,input_param_details,analysis_date_params,analysis_basis,analysis_doc_id,analysis_doc_url,runtime_supports_backfill,runtime_backfill_mode,runtime_backfill_logic,latest_problem_date,latest_problem_status,latest_error,failure_reason,slow_reason,backfill_logic,iface_type
tushare,行业经济,市场统计,daily_info,市场交易统计,1,320,0,0,0,True,range,"trade_date, ts_code, exchange, start_date, end_date, fields",trade_date(交易日期（YYYYMMDD格式，下同）)；ts_code(板块代码（请参阅下方列表）)；exchange(股票市场（SH上交所 SZ深交所）)；start_date(开始日期)；end_date(结束日期)；fields(指定提取字段),"trade_date, start_date, end_date",tushare_docs,215,https://tushare.pro/document/2?doc_id=215,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, exchange, start_date, end_date, fields；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, exchange, start_date, end_date, fields；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,dc_concept,题材数据（东方财富）,0,0,0,0,0,True,date,"trade_date, theme_code, name",trade_date(交易日期)；theme_code(题材代码(xxxxxx.DC格式))；name(题材名称),trade_date,tushare_docs,421,https://tushare.pro/document/2?doc_id=421,True,date,"官网输入参数含日期字段 trade_date；参数=ts_code, trade_date, theme_code；按单日期回补",,,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 trade_date；参数=trade_date, theme_code, name；按单日期回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,dc_concept_cons,题材成分（东方财富）,0,0,0,0,0,True,date,"ts_code, trade_date, theme_code",ts_code(股票代码)；trade_date(交易日期)；theme_code(题材代码),trade_date,tushare_docs,422,https://tushare.pro/document/2?doc_id=422,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,,,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 trade_date；参数=ts_code, trade_date, theme_code；按单日期回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,dc_daily,东财概念和行业指数行情,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, idx_type",ts_code(板块代码（格式：xxxxx.DC))；trade_date(交易日期(格式：YYYYMMDD下同）)；start_date(开始日期)；end_date(结束日期)；idx_type(板块类型： 概念板块、行业板块、地域板块),"trade_date, start_date, end_date",tushare_docs,382,https://tushare.pro/document/2?doc_id=382,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, idx_type；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, idx_type；按区间回补",TushareCatalogInterface
tushare,股票数据,特色数据,dc_hot,东方财富热榜,0,0,0,0,0,True,date,"trade_date, ts_code, market, hot_type, is_new",trade_date(交易日期)；ts_code(TS代码)；market(类型(A股市场、ETF基金、港股市场、美股市场))；hot_type(热点类型(人气榜、飙升榜))；is_new(是否最新（默认Y，如果为N则为盘中和盘后阶段采集，具体时间可参考rank_time字段，状态N每小时更新一次，状态Y更新时间为22：30）),trade_date,tushare_docs,321,https://tushare.pro/document/2?doc_id=321,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,,,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 trade_date；参数=trade_date, ts_code, market, hot_type, is_new；按单日期回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,dc_index,东方财富概念板块,0,0,0,0,0,True,range,"ts_code, name, trade_date, start_date, end_date, idx_type",ts_code(指数代码（支持多个代码同时输入，用逗号分隔）)；name(板块名称（例如：人形机器人）)；trade_date(交易日期（YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期)；idx_type(板块类型(行业板块、概念板块、地域板块)),"trade_date, start_date, end_date",tushare_docs,362,https://tushare.pro/document/2?doc_id=362,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, name, trade_date, start_date, end_date, idx_type；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, name, trade_date, start_date, end_date, idx_type；按区间回补",TushareCatalogInterface
tushare,股票数据,特色数据,dc_member,东方财富板块成分,0,0,0,0,0,True,range,"ts_code, con_code, trade_date, start_date, end_date",ts_code(板块指数代码)；con_code(成分股票代码)；trade_date(交易日期（YYYYMMDD格式）)；start_date(开始日期（YYYYMMDD格式）)；end_date(结束日期（YYYYMMDD格式）),"trade_date, start_date, end_date",tushare_docs,363,https://tushare.pro/document/2?doc_id=363,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, con_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,财务数据,disclosure_date,财报披露计划,1,320,0,0,0,True,date,"ts_code, end_date, pre_date, ann_date, actual_date",ts_code(TS股票代码)；end_date(财报周期（每个季度最后一天的日期，比如20181231表示2018年年报，20180630表示中报))；pre_date(计划披露日期)；ann_date(最新披露公告日)；actual_date(实际披露日期),"end_date, pre_date, ann_date, actual_date",tushare_docs,162,https://tushare.pro/document/2?doc_id=162,True,date,"官网输入参数含日期字段 end_date, pre_date, ann_date, actual_date；参数=ts_code, end_date, pre_date, ann_date, actual_date；按单日期回补",2026-01-23,success,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 end_date, pre_date, ann_date, actual_date；参数=ts_code, end_date, pre_date, ann_date, actual_date；按单日期回补",TushareCatalogInterface
tushare,股票数据,财务数据,dividend,分红送股,1,320,0,0,0,True,date,"ts_code, ann_date, record_date, ex_date, imp_ann_date",ts_code(TS代码)；ann_date(公告日)；record_date(股权登记日期)；ex_date(除权除息日)；imp_ann_date(实施公告日),"ann_date, record_date, ex_date, imp_ann_date",tushare_docs,103,https://tushare.pro/document/2?doc_id=103,True,date,"官网输入参数含日期字段 ann_date, record_date, ex_date, imp_ann_date；参数=ts_code, ann_date, record_date, ex_date, imp_ann_date；按单日期回补",2026-02-13,success,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 ann_date, record_date, ex_date, imp_ann_date；参数=ts_code, ann_date, record_date, ex_date, imp_ann_date；按单日期回补",TushareCatalogInterface
tushare,债券专题,全球财经事件,eco_cal,全球财经事件,1,322,0,0,0,True,range,"date, start_date, end_date, currency, country, event",date(日期（YYYYMMDD格式）)；start_date(开始日期)；end_date(结束日期)；currency(货币代码)；country(国家（比如：中国、美国）)；event(事件 （支持模糊匹配： *非农*）),"date, start_date, end_date",tushare_docs,233,https://tushare.pro/document/2?doc_id=233,True,range,"官网输入参数含 start_date/end_date；参数=date, start_date, end_date, currency, country, event；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=date, start_date, end_date, currency, country, event；按区间回补",TushareCatalogInterface
tushare,ETF专题,ETF基本信息,etf_basic,ETF基本信息,0,0,0,0,0,True,date,"ts_code, index_code, list_date, list_status, exchange, mgr",ts_code(ETF代码（带.SZ/.SH后缀的6位数字，如：159526.SZ）)；index_code(跟踪指数代码)；list_date(上市日期（格式：YYYYMMDD）)；list_status(上市状态（L上市 D退市 P待上市）)；exchange(交易所（SH上交所 SZ深交所）)；mgr(管理人（简称，e.g.华夏基金)),list_date,tushare_docs,385,https://tushare.pro/document/2?doc_id=385,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 list_date；参数=ts_code, index_code, list_date, list_status, exchange, mgr；按单日期回补",TushareCatalogInterface
tushare,ETF专题,ETF基准指数,etf_index,ETF基准指数,0,0,0,0,0,True,date,"ts_code, pub_date, base_date",ts_code(指数代码)；pub_date(发布日期（格式：YYYYMMDD）)；base_date(指数基期（格式：YYYYMMDD）),"pub_date, base_date",tushare_docs,386,https://tushare.pro/document/2?doc_id=386,True,date,"官网输入参数含日期字段 pub_date, base_date；参数=ts_code, pub_date, base_date；按单日期回补",,,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 pub_date, base_date；参数=ts_code, pub_date, base_date；按单日期回补",TushareCatalogInterface
tushare,ETF专题,ETF份额规模,etf_share_size,ETF份额规模,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, exchange",ts_code(基金代码 （可从ETF基础信息接口提取）)；trade_date(交易日期（YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期)；exchange(交易所（SSE上交所 SZSE深交所）),"trade_date, start_date, end_date",tushare_docs,408,https://tushare.pro/document/2?doc_id=408,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, exchange；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, exchange；按区间回补",TushareCatalogInterface
tushare,股票数据,财务数据,express,业绩快报,1,320,0,0,0,True,range,"ts_code, ann_date, start_date, end_date, period","ts_code(股票代码)；ann_date(公告日期)；start_date(公告开始日期)；end_date(公告结束日期)；period(报告期(每个季度最后一天的日期,比如20171231表示年报，20170630半年报，20170930三季报))","ann_date, start_date, end_date",tushare_docs,46,https://tushare.pro/document/2?doc_id=46,True,date,官网输入参数含日期字段 ann_date；参数=ann_date；按单日期回补,2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, ann_date, start_date, end_date, period；按区间回补",TushareCatalogInterface
tushare,行业经济,TMT行业,film_record,全国电影剧本备案数据,1,322,0,317,0,True,range,"ann_date, start_date, end_date",ann_date(公布日期 （至少输入一个参数，格式：YYYYMMDD，日期不连续，定期公布）)；start_date(开始日期)；end_date(结束日期),"ann_date, start_date, end_date",tushare_docs,156,https://tushare.pro/document/2?doc_id=156,True,range,"官网输入参数含 start_date/end_date；参数=ann_date, start_date, end_date；按区间回补",2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ann_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,财务数据,fina_audit,财务审计意见,1,320,0,48,0,True,range,"ts_code, ann_date, start_date, end_date, period","ts_code(股票代码)；ann_date(公告日期)；start_date(公告开始日期)；end_date(公告结束日期)；period(报告期(每个季度最后一天的日期,比如20171231表示年报))","ann_date, start_date, end_date",tushare_docs,80,https://tushare.pro/document/2?doc_id=80,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, ann_date, start_date, end_date, period；按区间回补",2026-04-16,partial,必填参数,必填参数,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, ann_date, start_date, end_date, period；按区间回补",TusharePerSymbolDateCatalogInterface
